,x,y
0,1.7401384454093178,307.1471770095305
1,1.908285106138688,306.07283173162887
2,1.6882939306924478,306.713017153401
3,1.2657308552357809,292.60320861301796
4,1.6116939627675255,296.4530376484238
5,1.9271161952334468,308.3059374768528
6,1.4785515093430406,293.54625563119447
7,1.7438643255656217,306.8223642573999
8,1.817011148520927,306.82722564385557
9,1.0210707827204892,283.56886052441354
10,1.096005830729694,284.7551402053431
11,1.3032924345002135,290.02806696829674
12,1.8939374073113142,312.3665900241429
13,1.2427318854064575,288.3324601973195
14,1.448535287275747,289.55475747139724
15,1.3159674454857568,296.74878815867083
16,1.3838661845952456,292.89180537061196
17,1.1327872238084993,282.3610867267272
18,1.518437861544261,305.40917294802443
19,1.9637068545965306,310.0682454924649
20,1.9592884774319086,308.57956490369645
21,1.937290909503274,308.7325362626074
22,1.6654976502261813,297.04918886990885
23,1.7690001641405741,308.478305096414
24,1.1761221321957611,284.1146484672702
25,1.4992471947872057,295.9793739919596
26,1.9432117670157862,313.2369101721161
27,1.9792057965539092,315.8548925187435
28,1.3034096329364668,291.51116070728216
29,1.3972925015607935,294.3669628144382
30,1.6598275896842019,308.44273656241296
31,1.5291743455601599,305.1509279534465
32,1.4175222537842256,300.01023804387313
33,1.3432058069541384,294.7694352432486
34,1.0617476172013143,285.9500153911526
35,1.7012445183791176,310.1476851508287
36,1.9706490148224818,311.2314835539647
37,1.954523866487626,319.2584598948001
38,1.034813500349002,286.6592226088556
39,1.166534854684472,289.23177467486147
40,1.2170321818676255,289.7904931592223
41,1.422499882390409,297.8070805705311
42,1.130294259044951,286.00147968645564
43,1.2081964464672934,281.4618879005323
44,1.6724269785233654,306.4677135229949
45,1.616241380536993,303.3326774827473
46,1.8124723198102437,306.11980487598805
47,1.4906241053242382,299.19034950217855
48,1.173451886321947,289.85756547292164
49,1.8831425307701979,309.9887499481096
