,x,y
0,1.9714092133606553,265.68541258536703
1,1.411570775848023,243.09921755132308
2,1.1044189402686992,228.80824598300455
3,1.928113081326333,258.28112317865435
4,1.1672862189830502,226.3963206570392
5,1.1039998083860905,232.5813774118148
6,1.3326010264192463,241.1018482626916
7,1.615237488685203,252.80399398451928
8,1.2470582807010333,235.46981716276903
9,1.5915922939576306,249.7895396079971
10,1.8174879752463782,256.5974255965369
11,1.210875752547911,241.16666390111163
12,1.7879830514854462,256.0130840945934
13,1.3341579629621263,238.30360844051074
14,1.6263966016502849,256.5060233552336
15,1.4417711565735,243.3810484893582
16,1.8238483838405541,254.4275146409528
17,1.3484116732943652,239.40139172911296
18,1.9952817816494846,266.8212974430389
19,1.8105622940834691,259.0827342090386
20,1.4955904354753626,241.96894253662813
21,1.8329474098538556,258.5360660577665
22,1.7851730908611105,253.69909524762457
23,1.2106204679642811,238.53579830364245
24,1.1562870764351192,236.22640494230174
25,1.8419871105034877,258.95318579499315
26,1.3087900879757073,237.40614835744373
27,1.0815549258443158,231.45714465843398
28,1.5079548687794198,253.0536307326835
29,1.1910925091226154,244.20875549568697
30,1.5472329239716882,254.55791806715976
31,1.6891009605549336,248.40389708279554
32,1.8247912169193197,260.57702436874587
33,1.6103020352821422,259.070145107482
34,1.9150875665436282,259.2560837446505
35,1.3293494056387256,240.87542944165992
36,1.7217438791062105,261.36058945012303
37,1.5131848754515715,244.38690632851484
38,1.9133470657559122,260.9561891653256
39,1.6856972848986012,256.95088132646566
40,1.064798740464635,239.1887195464573
41,1.905739325682251,256.14614749395923
42,1.1288887183314418,242.35290490358759
43,1.4680416449126867,250.8330124128666
44,1.3934069324664557,245.74988938428555
45,1.6195897057789215,257.7369360345388
46,1.3481246196638197,242.34238999011635
47,1.0596781888418658,231.7374047859546
48,1.8637612518993225,258.7409573727216
49,1.280383078527776,243.73445697911288
