,x,y
0,1.985377809025994,235.74183987605358
1,1.109858943701684,212.52417077517006
2,1.5697322393301971,232.3508884390225
3,1.439610092236153,214.95243146795156
4,1.5984020210078604,226.47890415556205
5,1.7457375207495123,229.4854343851756
6,1.4515126653584662,223.63594747047668
7,1.0293619323633443,212.7724156969493
8,1.674233445947939,232.21859527639995
9,1.5114348557515667,223.6475948441358
10,1.9709554906130897,234.08558304474596
11,1.8382192747881039,237.81441057620293
12,1.6727881671062015,235.8172914016081
13,1.5026721547243165,211.92964717221082
14,1.5925324011941886,225.08280611304173
15,1.1181827792511627,214.22943487238587
16,1.5015371932837311,221.96065422194954
17,1.164140159614075,214.58585209578925
18,1.3620498781005828,220.74618907848895
19,1.4665776149919467,219.60755508565268
20,1.8353135079614056,226.46529481179348
21,1.0645480989173466,212.89552606383256
22,1.6596846854229712,231.65048045135057
23,1.1690450397977559,210.6447416147572
24,1.089407928294007,210.23964643812297
25,1.030391947754588,206.05497025451177
26,1.2882890980988495,221.6701616033444
27,1.0968676923474951,208.9961375635753
28,1.5816347987246506,222.95351877408712
29,1.5213311847397901,217.87313271300002
30,1.8098432594838316,233.48791490108448
31,1.0991067353756925,203.2452053971692
32,1.1740534720240483,216.4938047409709
33,1.1013040807032133,204.16786489029639
34,1.0080727928709572,212.93953212382812
35,1.2902579250726667,224.90031680666598
36,1.6704607447074251,228.988513781174
37,1.7832126072129175,237.20385826421935
38,1.8715204845324038,244.05286690065282
39,1.0543335117210635,205.40330986685075
40,1.0067447006623322,197.5065573078695
41,1.7220947069457195,229.65340895046904
42,1.9600167109034388,235.5688640138359
43,1.7991318946641972,234.18546154402844
44,1.553728887090643,223.6431263678596
45,1.1423230507996542,212.69683987389615
46,1.017919951481049,202.4535559293384
47,1.6137832498861822,224.72523268853493
48,1.9326256771910906,233.6938173481868
49,1.5912706127003635,220.37346399716574
