,x,y
0,1.1737639827676687,245.46912165020856
1,1.5202447373890164,252.915186571384
2,1.7329619200781776,249.26587810438534
3,1.1980280217858563,240.08751267510323
4,1.5252088840694804,248.5220480225295
5,1.5227205531936114,251.76278063291656
6,1.2123888139686785,245.83575613074274
7,1.5361235263178217,251.02774288712632
8,1.9997663835825858,258.29879891837004
9,1.5227232533372113,254.79930077252988
10,1.9114148580512944,252.59873988755368
11,1.1917197038943426,244.5673616590859
12,1.3462994779479902,248.22438235156196
13,1.8978483234255545,253.99725449550505
14,1.616712683972022,251.72744045185402
15,1.7119938335592826,256.03919968096494
16,1.3907616063360178,247.6731083665185
17,1.0595123168486733,244.07147425380705
18,1.5698061575432851,249.036408480736
19,1.6481367794922264,253.15253486745874
20,1.4812343631242508,245.73013330807265
21,1.286172595982682,239.70372431752426
22,1.8621415445799492,248.4016145943218
23,1.1555842050665586,250.51394892321784
24,1.3725049511427043,246.0716707095668
25,1.1373534300640558,240.3302774134004
26,1.3721037135455325,242.88336907731005
27,1.5591781089848182,249.14647554957668
28,1.5610640782295082,255.63141648920484
29,1.7972713731868932,243.47780717470738
30,1.3527498144190537,242.32709131976875
31,1.2927627236155543,244.09126273420046
32,1.8266865203297429,252.12937914930552
33,1.4937797465659615,250.85731239370594
34,1.6574053107015936,252.59799579427693
35,1.83228624742317,257.12369661451635
36,1.639264079906987,254.0890563937734
37,1.3779842695872975,247.12170456408043
38,1.513942260603721,251.5315349164312
39,1.3276590029004958,248.44410590286705
40,1.0207636487385998,238.57849980699882
41,1.6413265806103614,249.93169644630902
42,1.7201694867072477,257.94034669725727
43,1.953792936395156,265.50414733269605
44,1.6937326094256901,248.33741131643438
45,1.1392454795666045,240.43492976049973
46,1.165164021031691,246.8999830791439
47,1.1848245734942706,246.6535985342697
48,1.7312561710154966,255.94411078739827
49,1.6852014341350041,248.9344917837183
