,x,y
0,1.427216305536588,267.88952064204096
1,1.735203651465611,279.5113516777828
2,1.9482663335302197,291.9474965851416
3,1.4649659380513036,268.90407722763587
4,1.6497685183774304,278.1288684630364
5,1.7365182232174408,281.36518746301755
6,1.8698755735591712,299.76818415935435
7,1.747360687510978,281.0909931756143
8,1.2723412791066704,263.0585086095439
9,1.7455819674458861,284.2114117919327
10,1.4453810567311658,269.6363623733319
11,1.3940036880865103,271.56452718944587
12,1.221302020676693,252.9170732130455
13,1.5476901156832135,272.3249011792072
14,1.9004440082146905,300.22572008780975
15,1.6339271206542847,275.2422587310845
16,1.2711082994738898,254.02197709304235
17,1.558058311588054,266.42464270133974
18,1.753132509609074,285.94209112550607
19,1.621198500456998,275.9487529465282
20,1.2595753748453673,263.3666766991314
21,1.144348444301282,252.74021074896896
22,1.8767908642724123,295.6422091008415
23,1.903695149061884,288.27538619208195
24,1.095869247270722,253.89665618949797
25,1.4441428740445068,268.54857777754734
26,1.310092290307372,266.0774045501298
27,1.0750650273200342,249.59726829635866
28,1.4351646097806405,270.4060203100818
29,1.7163961075696472,284.9788837428571
30,1.449324849068119,270.2816589726665
31,1.640103889755399,282.4785304562627
32,1.8493777490672811,283.21076201847706
33,1.6342868922200935,280.35152521401903
34,1.585331638570345,281.05506834512346
35,1.3499105808481038,271.53238180762605
36,1.941221868901422,295.97491202337176
37,1.819003819469056,283.91730797293513
38,1.93144918391541,296.0631760477251
39,1.0524170217060909,247.16249004255363
40,1.732635347468643,282.3773215488595
41,1.3636416577491517,266.09326008685576
42,1.3536698719265496,270.86699733406016
43,1.3423728504415118,266.72037231364175
44,1.3083935191618519,257.67117942667977
45,1.3827611740977552,265.98347767754217
46,1.4128103663471512,270.3848624764566
47,1.2560814724672966,262.7948511951041
48,1.3078141689287055,262.3886336566987
49,1.6671128499891243,284.90531086910903
